rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,class
-0.0010995574,-0.001134464,-0.02008874,0.059,-0.047999999999999994,-0.0738,standing
0.008395034,0.019058995,-0.0113446405,0.1013,-0.0190999999999995,-0.1419,standing
0.01860521,0.009005899,-0.0066497047,0.11219999999999951,-0.028999999999999998,-0.1598999999999995,standing
0.029565878,-0.010594148,-0.004468043,0.0635,-0.117,-0.0579,standing
0.03947935,-0.008342674,-0.0018151425,0.06369999999999999,-0.2342,-0.011899999000000001,standing
0.0450644,0.004834562,0.0015358897,0.043699999999999996,-0.2235999999999995,0.0063,standing
0.042690754,0.016667895,-0.00041887903,0.0033,-0.18329999,0.016099999,standing
0.03143338,0.042341687,0.00080285146,-0.0072999996999999995,-0.18249999,-0.0451,standing
0.018657569,0.051504668,-0.0030543262,-0.0284,-0.1327,-0.1381999999999995,standing
0.0032463125,0.037594393,-0.011676253,-0.0095999994999995,-0.152,-0.1457,standing
-0.008150687,0.027070057,-0.019600047,0.0011999999,-0.18159999,-0.086899996,standing
-0.014748032,0.019477874,-0.025220007,0.0337,-0.18239999,0.0088,standing
-0.01569051,0.029827677,-0.027733281,0.105799995,-0.1931999899999995,0.015999999,standing
-0.01802925,0.04321435,-0.027907815,0.1490999899999995,-0.1648999899999995,-0.0267,standing
-0.018360864,0.044750243,-0.024853488,0.1529,-0.1268,-0.021499999,standing
-0.008709193,0.03965388,-0.01823869,0.1364,-0.0788,-0.0752,standing
-0.0024609142,0.021188296,-0.013316862,0.1187,-0.108799994,-0.1268,standing
0.003822271,0.014276793,-0.010332349,0.061199997,-0.1091,-0.009899999999999999,standing
0.014503686,0.027052604,-0.0054803337,0.0523,-0.07,0.0495,standing
0.020228365,0.037734017,-0.005358161,0.022699999,-0.0698,0.031999998,standing
0.019809486,0.031450834,-0.010175269,-0.0069999998,-0.1381999999999995,0.0347,standing
0.02284636,0.019163715,-0.012967796,-0.015999999,-0.10869999999999999,0.115899995,standing
0.028710665,0.0067718774,-0.01420698,0.034399997,-0.1577,0.1684999899999995,standing
0.025987953,0.0050090947,-0.009477138,0.0266,-0.1674999899999995,0.1441,standing
0.012182398,0.011082841,-0.0036651914,0.007999999,-0.1477,0.050600000000000006,standing
-0.0008726646,0.013753194,-0.0014137167,-0.0605,-0.1769,0.071899995,standing
-0.009180432,0.01839577,-0.0034732053,-0.0707,-0.18679999,0.1003,standing
-0.014940019,0.019320795,-0.0071383966,-0.060799996999999995,-0.1576,0.08789999999999999,standing
-0.01633628,0.012322024,-0.011798426,-0.030599998000000003,-0.1091,0.0251,standing
-0.011658799,-0.00085521134,-0.013735741,0.0495,-0.109699994,-0.0178,standing
-0.009651671,-0.0014137167,-0.010105456,0.081199996,-0.13,-0.020200000000000003,standing
-0.004712389,0.0035255651,-0.0008726646,0.07289999999999999,-0.1305,-0.0025,standing
-0.0012042772,-0.0027401668,0.002094395,0.0138,-0.120699994,-0.0134,standing
0.0023736479,-0.015655603,0.0038397242,0.0313999999999995,-0.1277,-0.0176,standing
0.003228859,-0.018744836,0.0034732053,0.0320999999999995,-0.14739999,-0.0075,standing
0.0017627826,-0.016824974,0.004590216,0.012999998999999998,-0.1278,-0.0167,standing
0.0035953782,-0.011798426,0.0050440016,-0.025899999,-0.1278,0.012999998999999998,standing
0.0020594886,-0.009215338,0.0051487214,0.0033,-0.1278,-0.0253999999999995,standing
-0.0031415927,-0.019390607,0.0016929694,0.0128,-0.1277,-0.1034,standing
-0.0090408055,-0.03141593,-0.0011519173,0.023,-0.1572,-0.054399997,standing
-0.011222467,-0.03143338,-0.00143117,0.0143,-0.1378,-0.045199998,standing
-0.0075398223,-0.024504423,0.00059341197,0.0251,-0.1479,0.012499999,standing
-0.008290314,-0.014887659,0.0063529983,0.0254999999999995,-0.1479999999999995,-0.0173,standing
-0.008918633,-0.017767452,0.00832522,0.0442,-0.1381,-0.0673,standing
-0.011170107,-0.030752702,0.0058293995,0.0232,-0.1280999999999995,-0.078,standing
-0.00986111,-0.035814155,0.0020071287,0.0128,-0.1183,-0.0004,standing
-0.006876597,-0.030770155,0.0030194195,0.0030999999,-0.1477,-0.030199999,standing
-0.0032114058,-0.02560398,0.005934119,0.0029,-0.1183,-0.030199999,standing
-0.0032637657,-0.017767452,0.006684611,0.021699999,-0.12789999,-0.01,standing
-0.005427974,-0.0146084055,0.008517207,0.0106999995,-0.15699998999999998,-0.049,standing
-0.0054454273,-0.0143117,0.006981317,0.0092,-0.1371,-0.01,standing
-0.00408407,-0.0078016217,0.006544985,-0.0017999999999995,-0.1368999999999995,0.0092,standing
-0.006387905,-0.008290314,0.0063704518,0.0066,-0.1366999899999995,0.0088,standing
-0.008744099,-0.0069115036,0.0028448866,0.0150999995,-0.1169,-0.011399999,standing
-0.010070549,-0.007173303,0.00052359875,0.0243,-0.15609999,-0.0126999999999995,standing
-0.0073652896,-0.011623893,0.0018849556,0.0339,-0.17579999999999998,0.0053,standing
-0.008552114,-0.011798426,0.0047647487,0.053,-0.15609999,0.0045,standing
-0.0068416907,-0.008901179,0.0042586033,0.061799999999999994,-0.08739999999999999,-0.0063,standing
-0.008307767,-0.00045378561,0.0058293995,0.050999999999999504,-0.1265,-0.0169999989999995,standing
-0.012339477,0.004712389,0.0058643064,0.0103,-0.1459,-0.0184,standing
