rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,class
3.8187454,-1.5993498,1.0971838,0.23954,-0.44824,-0.20853997999999999,walking
3.8097744,-1.7756282,1.001086,0.07428,-0.77116,-0.28897998,walking
3.608922,-1.93529094,0.854967,-0.06838,-0.8552999399999999,-0.6191799600000001,walking
3.479628,-2.382549,0.6988298,0.02216,-0.64824,-0.45492,walking
3.1322724,-2.6865504,0.57644736,0.026500000000000003,-0.45646000000000003,-0.2741,walking
2.4426232,-2.4926096,0.44683918,0.13706000000000002,-0.25476,-0.18202000000000002,walking
1.7171247,-2.2608996,0.29722956,0.07858000000000001,-0.13374,-0.28149998,walking
0.85995864,-1.93131148,0.28885198,0.107419992,-0.04102,-0.38895998,walking
-0.095853486,-1.49218666,0.40938442,0.153119994,0.037359998,-0.48886,walking
-0.9222669,-1.0885619,0.50757664,0.17335999,0.14521999400000002,-0.57795996,walking
-1.61230028,-0.712583,0.54932492,0.135379994,0.26812,-0.63918,walking
-2.0948488,-0.5225516,0.52876496,0.16624,0.49158,-0.70234,walking
-2.4058666,-0.4823392,0.4098382,0.16796,0.60894,-0.8076799400000001,walking
-2.463567,-0.6024178,0.19331266,0.12745999,0.6233,-0.81988,walking
-2.2316478,-0.54140114,-0.1452114,0.072179996,0.6878,-0.77672,walking
-1.5278263,-0.81325364,-0.5513146,-0.024,0.6980999999999999,-0.55351996,walking
0.020525072,-1.2012054,-0.78117448,-0.05466,0.63622,-0.2343,walking
1.49079048,-1.340727,-0.5046096,-0.0060399998,0.53076,-0.06634,walking
1.6982054,-1.2763244,0.0112399208,0.00736,0.35009999999999997,0.11714,walking
1.04698812,-0.66793752,0.27960176,0.097599996,0.15716000000000002,0.3277,walking
0.148283168,-0.67348766,0.28696704,0.24998,-0.07483999999999999,0.59676,walking
-1.03229248,-0.584406,0.3466573,0.46180000000000004,-0.39708,0.9559999400000001,walking
-2.4689776,0.41423646,0.093479834,0.53087998,-0.94866,1.45448,walking
-2.9536206,0.5910034,-0.40090212,0.41428000000000004,-1.14523992,0.90686,walking
-0.83587306,-0.10545279,-0.274645,0.23845999999999998,-0.43972,0.40465999999999996,walking
-1.1671366,2.9279992,0.4580791,0.17967998999999998,0.38837997999999996,0.014779999999999998,walking
-2.5778164,4.5871792,0.80456186,0.20898,0.8087799999999999,-0.30828,walking
-2.9422412,2.3819904,0.29391346,0.23618,0.5684400000000001,-0.68034,walking
-3.4076508,2.344361,0.097424276,0.78076,-0.0023799998,-0.65144,walking
-3.6783512,2.9486292,0.25684264,0.8862599400000001,-0.93448,0.1081,walking
-3.0811344,1.861603,0.30934214,0.24896,-1.8973600000000002,0.9591799999999999,walking
-2.774899,1.01365232,0.31339132,-0.42838000000000004,-0.6014999999999999,-0.62479996,walking
-2.5181958,1.3215634,0.200782672,0.14132,0.77474,-1.5788600000000002,walking
-2.4587848,2.1122324,0.110863314,0.1698,0.90154,-1.1849,walking
-2.4873038,2.3999324,0.028309241,-0.54484,0.199159992,-0.9075,walking
-2.3454432,1.9290076,-0.25614452,-0.55274,-0.39215998,-0.88286,walking
