rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,class
0.43057272,-0.19760618,-0.85531604,-0.35307998,0.18937999,-0.14732,downstairs
-1.49508392,-3.9873442,-0.28756044,-0.62812,-0.18772,-0.7088599600000001,downstairs
-1.438989,-0.62863266,0.24469516,-0.23467997999999998,-0.74922,-0.8506,downstairs
0.6530673,4.1212806,-0.36072466,0.48894000000000004,-0.96158,1.4329399999999999,downstairs
0.40107668,1.90921568,0.17254324,0.41394000000000003,-0.82333994,0.82828,downstairs
1.4458656,1.501018,-0.23122122,-0.5725199599999999,-0.79094,-0.83077994,downstairs
1.8492112,1.706164,-0.71677184,-0.10149999999999999,-0.46563998,1.7386797999999999,downstairs
2.2015234,1.4885564,-0.92676986,-0.5895400000000001,-3.14114,-3.6687199999999995,downstairs
1.4449232,1.7320298,-0.34484216,0.51108,-1.27014,3.02458,downstairs
1.27747632,2.115688,0.01685988,-0.124879992,0.5526,0.8610599600000001,downstairs
1.0870608,1.54070688,0.2098933,0.3855,0.93983994,1.00776,downstairs
0.58995616,0.152541772,0.37828266,0.6832999799999999,-0.70206,0.39249999999999996,downstairs
0.12779302,-0.61791634,0.16507324,0.31164000000000003,-0.6713,0.45637999999999995,downstairs
-0.047926742,-1.1247251,-0.057910026,-0.18298,0.117419994,0.22000000000000003,downstairs
-0.39639918,-1.45780372,0.044470988,-0.197799992,0.25493998,-0.06872,downstairs
-0.48848274,-0.4447099,0.062063906,0.02042,0.16011999999999998,-0.26983999999999997,downstairs
-0.94286174,-0.094701566,0.34424874,0.123879992,0.195719994,-0.49244000000000004,downstairs
-1.6467182,-0.051033426,1.03061688,0.40856000000000003,0.17565999000000002,-0.52462,downstairs
-1.71967292,0.43423792,1.48754406,0.55867996,0.160579992,-0.39629998,downstairs
-1.8325258,0.60552454,1.6526872,0.24826,0.17048000000000002,-0.6039,downstairs
-1.83762228,0.41744784,1.549957,0.01052,0.22145997999999997,-0.79969998,downstairs
-1.9899546,0.56793016,1.33838832,-0.00506,0.22489998,-0.52943998,downstairs
-1.6999856,1.22553528,1.0784738,-0.29961998,0.21436000000000002,-0.76597996,downstairs
-2.059733,0.205564872,1.0167241,-0.44546,0.3951,-0.40274,downstairs
-1.99232828,-0.237853468,1.0610554,-0.23442,0.5929599999999999,-0.16746,downstairs
-1.37374866,0.62591,1.05746006,0.036519998,0.75688,0.23542000000000002,downstairs
-2.1291968,0.74979346,1.37381852,0.1617,0.76966,-0.10884,downstairs
-3.664947,0.4612556,1.30411,0.43465999999999994,0.65699996,-0.01822,downstairs
-5.98805,-0.0035255652,0.112399206,0.65186,0.47232,0.48138,downstairs
-6.565824,-0.41413174,-1.03169906,0.33209998,0.35798,-0.05286,downstairs
-7.1876498,-2.033588,-0.44935248,0.32231998,0.38864,0.0038199999999999996,downstairs
-6.952589,-2.3742762,0.7607192,0.50699996,0.25565998,-0.183139992,downstairs
-6.286571,-3.4743224,1.75377666,0.38133998,-0.06762,-0.97143994,downstairs
-5.20911,-3.0104836,1.6962506,0.48179999999999995,-0.8730599399999999,-1.36212,downstairs
-3.6857514,-2.707215,0.246719748,0.57162,-2.2238800000000003,-1.41936,downstairs
-2.0967688,-2.0786872,-0.14507176,-0.25806,-2.6463,-1.23912,downstairs
-1.11578894,-1.814549,-0.25261896,-1.1802999399999998,-2.1461198,-0.19452,downstairs
-0.5131966,-2.2870794,-0.40917498,-0.98748,-1.29484,0.6773,downstairs
0.44024184,-2.1607874,-0.6413038,0.02668,-0.68241996,0.49132,downstairs
1.2722054,-1.03278112,-0.50436526,0.43743996,-0.8186399400000001,0.49429999999999996,downstairs
2.3568578,0.3444931,-0.63596308,-0.22644000000000003,-1.0076,0.52353998,downstairs
3.7179002,0.86718428,-1.24267446,-0.3786,-0.20017999999999997,0.98916,downstairs
4.3731318,0.6116332,-1.64396048,-0.004,0.34573998,1.06054,downstairs
4.4055252,1.0520147,-1.61460412,0.30718,0.48101998,1.30294,downstairs
4.7605948,2.4444382,-1.360938,0.30881998,0.69914,1.50365992,downstairs
5.631026,3.4808498,-1.2690988,0.0541,1.02922,1.43482,downstairs
6.5665918,3.2503614,-1.198343,0.037579997999999996,1.25892,1.27268,downstairs
6.5036554,2.3549378,-1.3397497,0.122519994,1.0469,1.07283992,downstairs
4.9752006,1.66675448,-1.4878583,0.18560000000000001,0.77152,0.9653,downstairs
3.2029584,1.50464832,-1.49016214,0.36683998,0.5040600000000001,0.8828199400000001,downstairs
2.0726482,0.70521772,-1.31426788,0.31295997999999997,0.29146,0.62752,downstairs
1.248818,-0.43612286,-0.9472251,0.18526,0.059,0.14778,downstairs
0.61501914,-1.2372988,-0.65743064,0.1541,-0.10224,-0.26055997999999997,downstairs
0.47211156,-2.1363878,-0.66123546,0.14618,-0.101539994,-0.4654,downstairs
0.58294,-2.8097706,-0.5684188,0.16824,-0.13748,-0.71334,downstairs
0.8300088,-1.86631548,0.08196066,0.05018,-0.030719998,-0.45568,downstairs
2.3800008,-0.17324138,-0.2115339,-0.24644,0.1681,-0.6148,downstairs
2.027898,1.1156494,-0.9796882,-0.63524,0.16494,-0.9450799999999999,downstairs
-1.02785934,-2.1066824,-1.27405548,-0.61544,0.30347998,-0.9635400000000001,downstairs
-0.38662532,-1.312348,-2.315633,-0.28151998,0.52118,-0.71345996,downstairs
-2.7047718,-7.6748758,-1.1615864,-0.26655998,0.45896,-0.30242,downstairs
-1.1020008,2.8295278,0.159592912,-0.075259996,-0.44400000000000006,1.09002,downstairs
-0.35904914,2.6951376,1.1504512,0.7045600000000001,-0.9841799999999999,1.9976799,downstairs
1.1816926,1.0818598,0.9773844,0.52665996,-1.558,0.20495999999999998,downstairs
2.4898868,3.441964,-0.68448324,0.73164,-1.49911994,0.052759999999999994,downstairs
2.7097284,2.9151186,-1.08713066,0.68501996,-1.7589400000000002,-0.05304,downstairs
2.180684,0.80393356,-0.9737541,-0.72124,-3.8384,-2.47344,downstairs
1.3732948,0.88341588,-0.37807322,-1.0462799999999999,-0.117339992,3.83076,downstairs
1.25541532,1.5877958,-0.026354472,-0.9175599999999999,1.05952,0.13061999,downstairs
0.93040014,0.9881705,0.21875956,0.95006,0.59844,1.05244,downstairs
0.5305452,-0.43346998,0.41116468,1.27451992,-0.63552,0.77604,downstairs
0.20242329,-1.1246902,0.29178414,0.47287999999999997,-0.6753199999999999,0.36869998000000004,downstairs
-0.52007324,-0.83796746,0.22923154,0.031419998,0.0257,-0.04632,downstairs
-1.29726828,-0.526496,0.56695276,-0.17005999,0.30212,-0.36267998,downstairs
-1.76833272,0.16406095,1.28389906,-0.14494,0.28769998,-0.55016,downstairs
-1.60982192,1.4277492,1.6998111,0.02854,0.33286,-0.5436599799999999,downstairs
-1.3988814,1.5412304,1.7285043,0.31551999999999997,0.37544,-0.30572,downstairs
-1.651605,0.65345126,1.59435832,0.36694,0.33488,-0.5172,downstairs
-1.6715716,1.2086056,1.3025742,-0.008740000000000001,0.31151998000000003,-0.81835994,downstairs
-1.5826646,1.2289212,0.8821941,-0.5917399999999999,0.37942,-1.0010400000000002,downstairs
-2.0147384,-0.16510814,0.91807806,-0.67788,0.49494,-0.6307999599999999,downstairs
-2.5139722,-0.1850049,1.1411312,-0.172439992,0.7498199999999999,0.08438,downstairs
-2.7263438,-0.4490383,1.5680736,0.13044,0.8212399400000001,-0.09654,downstairs
-3.977361,0.5516637,2.0250706,0.5878599600000001,0.63714,-0.28098,downstairs
-6.3667516,-2.1785548,2.0312142,0.98141994,0.45558,-0.014360000000000001,downstairs
-6.3660188,-1.2329704,0.8685806,0.7257399999999999,0.43244,0.0654,downstairs
-6.5875706,-0.38463566,0.1776396,0.52009998,0.45088,0.27688,downstairs
-6.3507642,-1.4601076,0.81119412,0.15308,0.19624,-0.5201399999999999,downstairs
-6.1375552,-3.027902,1.5375303,0.06692000000000001,-0.0248,-0.50369998,downstairs
-5.437992,-4.0539808,1.034317,0.20095999999999997,-0.34155998,-0.8263,downstairs
-4.0649066,-3.679538,-0.31929052,-0.01564,-1.7900200000000002,-1.9691800000000002,downstairs
-2.4481732,-2.886949,-0.32058206,-0.12271999200000001,-3.1387998,-0.9217000000000001,downstairs
-0.91120148,-1.75471914,-0.44024184,-0.97704,-2.64476,-0.15446,downstairs
0.05784021,-1.7300402,-1.199495,-0.92866,-1.35006,0.35862,downstairs
0.54663712,-1.6961459,-1.6061567,0.1887,-0.65239996,0.647,downstairs
1.415113,-0.76466364,-1.7240362,0.67562,-0.4894,0.70615998,downstairs
2.8337166,0.72546356,-1.7370564,-0.07012,-0.643,0.6138600000000001,downstairs
4.2926374,2.1945072,-1.73562526,-0.99539996,-0.46055999999999997,0.5648799999999999,downstairs
5.4782048,3.8059698,-1.6644506,0.0696,0.12267999999999998,1.06125994,downstairs
6.3172192,4.0613112,-1.4179753,0.41552,0.12888,1.38842,downstairs
6.4988032,2.5500658,-1.2623967,0.25798,0.53208,1.51723996,downstairs
6.2266364,1.1028037,-1.1853578,0.10527999400000002,1.08443994,1.52355996,downstairs
5.752605,0.26693066,-1.4817846,0.01008,1.3605,1.44679994,downstairs
4.9252844,-0.41270056,-1.8202736,-0.027899998,1.31505994,1.3624800000000001,downstairs
3.7055084,-0.5972168,-1.7406866,-0.044,1.19838,1.18756,downstairs
1.439408,-0.32480576,-1.2316788,0.25042,1.0228,0.73539996,downstairs
-0.36878806,0.2008874,-0.77541488,0.52816,0.62956,0.27928000000000003,downstairs
-0.41270056,1.60779726,-0.61617106,0.55748,0.22446000000000002,0.2143,downstairs
0.37758452,2.8643646,-0.54730034,0.40169997999999996,-0.08765999599999999,0.045639998,downstairs
1.01047588,3.2166768,-0.16521287,-0.15868,-0.5279999799999999,-0.22698000000000002,downstairs
1.6152324,0.51766468,0.83189374,-0.5063799999999999,-0.83675994,-0.7645,downstairs
2.7017696,-5.9727612,0.9710663,-0.414,-0.39861998,-1.50823994,downstairs
