,rotationRate.x_mean,rotationRate.x_std,rotationRate.x_range,rotationRate.x_IRQ,rotationRate.y_mean,rotationRate.y_std,rotationRate.y_range,rotationRate.y_IRQ,rotationRate.z_mean,rotationRate.z_std,rotationRate.z_range,rotationRate.z_IRQ,userAcceleration.x_mean,userAcceleration.x_std,userAcceleration.x_range,userAcceleration.x_IRQ,userAcceleration.y_mean,userAcceleration.y_std,userAcceleration.y_range,userAcceleration.y_IRQ,userAcceleration.z_mean,userAcceleration.z_std,userAcceleration.z_range,userAcceleration.z_IRQ,rotationRate.xX#1,rotationRate.xX#2,rotationRate.xX#3,rotationRate.xX#4,rotationRate.xX#5,rotationRate.xP#1,rotationRate.xP#2,rotationRate.xP#3,rotationRate.xP#4,rotationRate.xP#5,rotationRate.yX#1,rotationRate.yX#2,rotationRate.yX#3,rotationRate.yX#4,rotationRate.yX#5,rotationRate.yP#1,rotationRate.yP#2,rotationRate.yP#3,rotationRate.yP#4,rotationRate.yP#5,rotationRate.zX#1,rotationRate.zX#2,rotationRate.zX#3,rotationRate.zX#4,rotationRate.zX#5,rotationRate.zP#1,rotationRate.zP#2,rotationRate.zP#3,rotationRate.zP#4,rotationRate.zP#5,userAcceleration.xX#1,userAcceleration.xX#2,userAcceleration.xX#3,userAcceleration.xX#4,userAcceleration.xX#5,userAcceleration.xP#1,userAcceleration.xP#2,userAcceleration.xP#3,userAcceleration.xP#4,userAcceleration.xP#5,userAcceleration.yX#1,userAcceleration.yX#2,userAcceleration.yX#3,userAcceleration.yX#4,userAcceleration.yX#5,userAcceleration.yP#1,userAcceleration.yP#2,userAcceleration.yP#3,userAcceleration.yP#4,userAcceleration.yP#5,userAcceleration.zX#1,userAcceleration.zX#2,userAcceleration.zX#3,userAcceleration.zX#4,userAcceleration.zX#5,userAcceleration.zP#1,userAcceleration.zP#2,userAcceleration.zP#3,userAcceleration.zP#4,userAcceleration.zP#5,class
0,0.4851558613828247,2.7620635317958433,13.993376163750042,3.3056083121812607,-0.2437503442022906,1.161158613510578,5.050800878500016,1.9675974455343799,-0.33118917406173404,1.0342692636865156,5.836795088125018,0.9008660869875028,0.0021573660318434575,0.3459068259689947,1.9751575928750051,0.3615697473531261,-0.10953107146789928,0.7138769383541436,3.2623296999500093,0.9308631680062529,0.029725347757030434,0.4930711082891454,2.5494483733000077,0.5969187333250017,0.0002666666666666667,0.0005333333333333334,0.0010666666666666667,0.0013333333333333333,0.0016,141.06510220325745,150.35459986790656,49.29244352352933,57.8946353913506,24.659341775540934,0.00013333333333333334,0.0005333333333333334,0.0009333333333333333,0.0013333333333333333,0.0017333333333333333,67.30095741248819,29.545399656164918,42.512464929507,18.931808162349594,26.162071590407447,0.0004,0.0010666666666666667,0.0014666666666666667,0.0018666666666666666,0.002266666666666667,38.33093121562428,26.572301305813777,22.952628761775465,9.929047931301207,7.433412024802733,0.0002666666666666667,0.0005333333333333334,0.0010666666666666667,0.0014666666666666667,0.0017333333333333333,7.739829252378526,11.934391847992467,16.863180398264138,11.341265055959989,7.960479134988765,0.0005333333333333334,0.0009333333333333333,0.0012,0.0016,0.002,50.20746182105192,8.968967112272525,16.09542939556707,13.089547939557344,14.463654209423764,0.00013333333333333334,0.0005333333333333334,0.0009333333333333333,0.0013333333333333333,0.0017333333333333333,12.305169403520678,26.25902504133336,16.280096852844245,9.847660341970823,13.987487676797175,downstairs
1,-0.12564668069593016,4.162396103009177,14.399594911250045,7.4419177434062735,0.2576120960629507,2.3595493780723533,10.68845726930003,2.948038366153759,0.15462813856758104,1.2577482718291189,4.795038972875014,1.9589859258268807,0.01514489306041525,0.532230171540722,2.567432241650007,0.6362881359825017,-0.21857731461161933,1.4835579954208828,6.288291094000018,2.1475870770675063,-0.03850743725310618,1.002442930021258,4.816047365925014,1.347054124131254,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.002533333333333333,357.3543495407533,189.02557709877794,118.89075488203582,80.7929602229661,25.600669030005022,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.002266666666666667,145.7071785242044,81.56132173141071,84.5164157484444,107.50979602689904,23.049736966364186,0.0004,0.0013333333333333333,0.002,0.002533333333333333,0.0030666666666666668,103.56114280649929,34.44767369251478,34.94508653940731,10.491146343070792,5.564181260424511,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.002533333333333333,23.21831203015847,24.883624522261904,16.107502153626566,24.421445305830048,11.938736793898654,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.0029333333333333334,37.78734477415944,124.55540651027748,47.889814029488655,23.546174132060543,5.014125419579477,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.002533333333333333,58.34113391885251,41.44557552709249,63.33649626330908,18.721195331578652,6.5875643334988085,jogging
2,0.049533250586333524,4.124965062734675,13.334745495000039,7.888544873000022,2.0905079025660065,2.1432480786610437,11.24568827450003,2.466454455187507,-0.011359283960666697,1.2008563148180493,4.948337939750015,1.7738294481562549,0.3300154840227677,0.7741986396468028,3.7265452607750102,0.7967462228312526,-0.15087240101500052,1.6232559917059821,6.307047768050018,2.8700934375000084,0.026219895954166777,1.104698095425879,5.136998323250015,1.7126670690687555,0.0004,0.0009333333333333333,0.0013333333333333333,0.0018666666666666666,0.0024,311.0035897284269,204.76447091122893,139.36279063069543,54.603131667856694,37.21621321002939,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,0.0029333333333333334,106.516291339127,64.82119550233934,55.8167503408353,62.64159258917282,13.250426747472027,0.0004,0.0009333333333333333,0.0012,0.0014666666666666667,0.0018666666666666666,76.2672905280165,66.03477882734175,19.745283872252468,35.307183836848786,19.34029699309874,0.0004,0.0009333333333333333,0.0013333333333333333,0.0018666666666666666,0.002533333333333333,24.73350566521976,53.136459663728324,24.381583389437022,21.158750273552172,14.188021102799459,0.0004,0.0009333333333333333,0.0014666666666666667,0.0017333333333333333,0.002533333333333333,27.983080432128276,137.88711634869588,47.56259031278483,14.291138503592135,13.505771603811583,0.0004,0.0009333333333333333,0.0013333333333333333,0.0018666666666666666,0.0024,62.48756723042553,31.695525401132674,54.807738350772425,18.024557171192853,17.388525782760723,jogging
3,0.2523290233650008,4.417126642354827,13.895935211625044,8.288046555843774,0.4663509242633349,2.6886460269799355,13.086795114050034,3.6029527760312594,-0.02361175732463339,1.1884024531195345,5.311562470000016,1.8467563292968807,-0.03463332794376679,0.6699346110104871,3.1938122215250084,0.7711947414437521,-0.2172088707720007,1.6762814134359705,6.324773157000019,2.9371269835000087,0.11405152575286699,1.1596277447004177,5.011263085700015,1.7671264239187545,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.002533333333333333,341.35627844738303,223.98416433362283,167.36740654431176,61.5856979816277,21.2452475534184,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.0024,146.3914621007381,123.89825052521488,88.6167746681757,106.8102297265632,34.298137512257625,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.002266666666666667,98.84132741982431,31.538696341154644,32.17783943489178,20.41190634263181,5.586237177356328,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.002533333333333333,28.250075102696965,35.736711912018905,17.132674984878015,28.69615984019978,11.010091983481786,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.0029333333333333334,32.73473518253587,153.08103061155614,54.825475511912146,17.152691492776718,7.228984555499283,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.0024,70.57236715627926,38.83559897230457,74.56030487130788,22.31745521583055,9.707628350107287,jogging
4,0.8048985094650027,4.312762076693114,14.847873319250045,7.559480883000024,-1.6526471521908384,2.9346350552812703,14.039421152500042,4.131412509078138,0.6718540848316689,1.8013762335538406,8.400280791875025,2.207867952687507,-0.26892978882700086,0.6700682355599448,2.8783156039000084,0.9135137294781275,-0.394474373700668,1.5970547153228871,6.328528456750019,2.8363751357187583,-0.14010800527930045,1.2852482517734485,5.844652738625017,2.0966645206562555,0.0004,0.0009333333333333333,0.0013333333333333333,0.0018666666666666666,0.0024,303.08958426606245,206.73463752620552,117.46704184447803,95.01485046831947,49.94555856670551,0.0004,0.0008,0.0014666666666666667,0.0018666666666666666,0.0024,93.02419316906922,87.43594631980793,63.0962670593589,127.43265108261537,36.82531146262476,0.0004,0.0008,0.0014666666666666667,0.002,0.0024,139.60360807308012,68.607882240308,18.612534265516864,16.546827255495824,14.030233696206066,0.0004,0.0008,0.0014666666666666667,0.0018666666666666666,0.002266666666666667,31.50500276480183,24.00283652037219,19.454655162323842,26.34235764377649,6.95360798792305,0.0004,0.0009333333333333333,0.0013333333333333333,0.002,0.0029333333333333334,23.230023170019912,135.78758440968085,56.339697022178704,11.327818664705662,8.577469097365107,0.0004,0.0009333333333333333,0.0013333333333333333,0.0021333333333333334,0.0024,74.78210021904178,47.21708956574745,56.717453988020296,18.459970825210203,11.349598940582595,jogging
5,0.20807395711833404,4.568204414070879,14.543200720000044,8.563231869468776,-0.435082977354168,2.518271723121149,10.271118959250028,3.6863452140437625,0.3315874050141677,1.1726581552707709,4.574448437125014,1.967535127087506,0.02155554532283339,0.6114842049300809,2.586633489212508,0.8201216199750024,-0.3118527371093343,1.511811057321895,5.871976675350018,2.603813543937508,0.06124528160116686,1.260671948551681,5.454899571862516,1.8372405811187553,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.002533333333333333,371.1089778413532,203.8385150352172,121.0048984504007,57.25990057949562,24.951148819940126,0.00013333333333333334,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,73.4491480854166,108.72575729272083,90.61431598745831,106.2321585473309,89.61914345579524,0.0004,0.0009333333333333333,0.0013333333333333333,0.002,0.0024,104.0729209844074,19.57979116986972,20.279828950086056,10.425325142097199,7.262256400405483,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,0.0024,30.89755146048359,27.729898163967704,16.936853152004545,22.399050786778584,17.05042493996423,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.0024,18.755329174422187,123.87380688613256,51.19778929859977,11.518561652080228,6.830257714766206,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,0.0024,68.04247722231055,61.370308496780694,68.90390561460647,17.060582242123612,12.426803717029305,jogging
6,0.31849324608166757,4.619714016632927,14.756933382175045,8.9336559103719,1.414318665796671,2.7592137762960385,13.693955876250037,3.6269608430000106,0.06671275788616685,1.6614000835721754,8.040518242750023,2.6474023663937576,0.20388021204483397,0.7185194999155933,3.9716620614625113,0.9328974598437527,-0.23412743410000075,1.6094438398323003,6.7061245570000185,2.590689182062507,0.08249119012480025,1.2318402298299818,5.815180718375016,1.7923438338246929,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.002533333333333333,378.63110776992943,196.32740384990515,127.1624676837219,55.763345254018525,22.050197842371507,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,0.0024,179.625345291639,51.315848419791784,73.88858532995438,78.4917288687624,26.30091072859931,0.00013333333333333334,0.0004,0.0009333333333333333,0.0014666666666666667,0.0017333333333333333,56.60664608800572,73.98401027537257,50.658649865122655,39.77296227095336,15.96152828608455,0.0004,0.0009333333333333333,0.0012,0.0016,0.002,27.71189985977204,41.25181276959861,5.408799516360824,12.041040698059874,24.406792332936373,0.00013333333333333334,0.0004,0.0009333333333333333,0.0014666666666666667,0.0017333333333333333,7.698103062201445,32.23194163027426,118.62392983055629,76.0307822086055,20.782204507447563,0.0004,0.0009333333333333333,0.0014666666666666667,0.002533333333333333,0.0029333333333333334,76.34497544131031,46.83721418022047,67.28563513512564,12.129958104528225,8.463342341037794,jogging
7,0.06648165743500029,4.7852733407618775,15.745399914500045,9.474203136781279,1.8681752755708392,2.629254590464412,12.220606064250035,3.814386279131261,-0.06519151648666684,1.3818523767629722,5.533381896625016,1.9989291591125058,0.12626845087516705,0.8004240805083663,4.007297694025011,1.0664097946500029,-0.19768455989583394,1.7097294391543139,7.157685630000021,2.6443954999062576,0.08113111261903361,1.3172352657659012,5.158877823400015,2.1169779044571935,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,0.0024,378.31719273390064,238.66838916233746,155.42366972557195,50.178435345723,27.110915303477373,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.002533333333333333,173.59063602478943,68.47800196022034,57.024229439008444,103.45433611299903,46.80329711199066,0.0004,0.0009333333333333333,0.0012,0.0014666666666666667,0.002,106.38826574283078,72.71514908398663,18.873353114456307,27.554128587453476,25.352260017932956,0.0004,0.0009333333333333333,0.0014666666666666667,0.0017333333333333333,0.002,35.940021174038826,54.54208350585811,11.118286562730312,10.120872475036759,33.98478238220526,0.0004,0.0009333333333333333,0.0014666666666666667,0.0026666666666666666,0.0030666666666666668,44.53269146207784,131.4684557073845,84.42580761405436,8.27577604614388,6.640092609000064,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,0.002533333333333333,84.30815364335793,53.18448249659431,77.10968181386797,13.725569087879407,11.49298488416367,jogging
8,0.0602620543700003,4.495816967435318,15.281474071250047,8.148069768625025,-0.3943530048041679,2.6447631507417255,12.288685771375036,4.178635648125011,0.02943806006700009,1.5247692735534855,7.046333337350021,2.558505791906258,-0.12335124212710037,0.6494859629686316,3.006047784175008,0.7702151650250022,-0.3191926845055011,1.771424096468502,7.074772716625022,3.006807797625008,-0.008211967596166679,1.3046815807435894,5.370180810000017,2.0184902836468805,0.0004,0.0009333333333333333,0.0014666666666666667,0.002,0.0024,340.0452487319706,248.12729270647867,131.65922351073056,50.579218834511416,28.448008868642653,0.0004,0.0009333333333333333,0.0013333333333333333,0.002,0.002533333333333333,174.51808010698983,97.61247977458889,81.60376507901125,87.22328315024566,28.27521081154485,0.00013333333333333334,0.0004,0.0008,0.0014666666666666667,0.0018666666666666666,37.354986698703364,123.3500538305996,35.648152189043245,40.16274037552321,10.302329189524636,0.00013333333333333334,0.0004,0.0009333333333333333,0.0013333333333333333,0.0016,10.665697018957395,32.890656504541695,31.56453359690491,12.945477081411447,10.482544174176763,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,0.002266666666666667,43.902673740918225,147.6031262191766,77.87446009153726,23.858967809814988,9.501333102338489,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,0.002266666666666667,76.46956753759312,58.66564017471573,67.15830211688545,20.014165336564798,7.355571768560406,jogging
9,0.41491748201333467,4.750622706721146,16.50451683025005,8.489816627500025,-1.5483420628893718,3.269716533245682,14.10632886225004,4.9234626735937645,0.7837639607316692,1.6702687149191067,6.871115679625021,2.210062824475007,-0.14846748339133378,0.692507092152374,3.0304848395000086,0.8253964763081272,-0.37528843601833456,1.7366857611686854,7.1708272592500215,2.7297289842500083,-0.11584147813066697,1.2799904383405332,5.290453249000016,1.9561717521687558,0.0004,0.0009333333333333333,0.0013333333333333333,0.0018666666666666666,0.0024,341.4405781832273,232.09417898035926,132.84679326815964,72.62920922343733,42.67780352252849,0.0004,0.0009333333333333333,0.0013333333333333333,0.0018666666666666666,0.0024,141.58700092669665,106.88840467863324,86.02982878354877,76.16605569370643,62.051559403857766,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,0.0021333333333333334,124.66316279570133,60.30615460020287,22.86087921204082,17.10951542475245,9.561846817676264,0.0004,0.0009333333333333333,0.0014666666666666667,0.0018666666666666666,0.002533333333333333,39.3941360100664,33.61903945181648,19.311777109319344,14.447292945935944,9.240400660936798,0.0004,0.0009333333333333333,0.0013333333333333333,0.0018666666666666666,0.002533333333333333,47.295784026266254,114.84437428968057,57.79831022133954,23.670396171822638,8.594046469551953,0.0004,0.0006666666666666666,0.0009333333333333333,0.0013333333333333333,0.0018666666666666666,62.21784239277527,15.771945113232489,54.38384488464957,60.56323392513433,28.648908433207836,jogging
