rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,class
0.95975656,-1.7275968,0.032742378,0.16292,0.47711998,0.18146,downstairs
1.73391474,-1.5246498,-0.38302996,-0.01722,0.542,0.15389999199999999,downstairs
1.81308294,1.9832176,-1.3330824,-0.09018000000000001,0.51748,0.058679999999999996,downstairs
-0.37283724,-0.37336084,-1.27834892,-0.04702,0.42611999999999994,0.040219998,downstairs
0.76040506,0.15976744,-0.96816904,-0.08508,0.4013,0.010920000000000001,downstairs
0.29070204,-1.36722112,-0.41915828,-0.22824,0.37305997999999996,-0.22412,downstairs
-0.12964306,-1.589227,0.1341111,-0.38876,0.31218,-0.51099996,downstairs
1.1972959,4.5171914,-0.58342868,-0.61369996,0.050280000000000005,-0.5816,downstairs
1.470021,2.3098038,-0.27488934,-0.27944,-0.61748,0.17736000000000002,downstairs
0.6186494,0.84634506,0.32379348,0.38586,-1.33698,0.86195994,downstairs
1.2574398,1.6848362,-0.35664058,0.67644,-1.47263994,0.56052,downstairs
1.2336686,1.5529242,-0.69949306,0.03548,-1.08644,-0.19308,downstairs
0.17090264,1.19377028,-0.037489672,0.23765999999999998,-0.37817997999999997,1.29984,downstairs
-0.0551175,1.26969206,0.1516342,-0.11377999999999999,-2.19046,-1.07529994,downstairs
-0.061505404,0.94677132,0.16468928,0.59249998,-1.79042,0.31455997999999996,downstairs
0.0049567348,0.1903107,0.119729586,0.39364,0.50448,1.7942998,downstairs
0.08576548,-0.90523248,-0.128037348,-0.181639994,0.83864,0.49142,downstairs
0.038990654,-1.35542274,-0.14238396,0.0056599996,0.12178,0.68426,downstairs
-0.43612286,-1.1565948,0.082100288,0.062939996,-0.1518,0.47222,downstairs
-0.59969514,-0.50471432,0.107128308,-0.42519999999999997,-0.10669999999999999,-0.11508,downstairs
-0.8211076,0.090826936,0.068416908,-0.17199999,0.041459998,-0.35488,downstairs
-1.61617494,-0.4357389,0.1722291,0.24775998000000002,0.123799992,-0.42862,downstairs
-2.5937686,-1.96122646,0.5471956,0.45136000000000004,0.06526,-0.49375996000000005,downstairs
-3.1449086,-1.50737106,1.2259891,0.63328,0.018459999999999997,-0.26801998,downstairs
-3.4648626,-0.63728952,1.9413646,0.30798000000000003,0.13435999199999998,-0.34404,downstairs
-3.3860086,-0.613588,1.9144168,-0.165679992,0.11448,-0.65077996,downstairs
-2.1051812,1.4792014,1.21597088,-0.048799998,0.12603999400000002,-0.63385996,downstairs
-1.5511788,2.0272348,0.90868824,-0.051239999999999994,0.069339996,-0.54862,downstairs
-1.72459472,0.26532496,0.94282686,-0.07067999999999999,0.1068,-0.48844000000000004,downstairs
-1.73485732,0.059934604,0.77140064,-0.19472,0.20093999999999998,-0.6246400000000001,downstairs
